Index,Released,released_year,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide
43,14-Mar-14,2014,Need for Speed,Walt Disney,Action,Based on Game,Live Action,Contemporary Fiction,"$66,000,000 ","3,115","3,115","12,334","$17,844,939 ","$43,568,507 ","$47,834,696 ","$150,601,112 ","$194,169,619 "
44,26-Sep-14,2014,The Equalizer,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$55,000,000 ","3,236","3,236","17,285","$34,137,828 ","$101,530,738 ","$111,466,916 ","$91,372,886 ","$192,903,624 "
45,3-Oct-14,2014,Xin Hua Lu Fang,China Lion Film Distribution,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,24,64,$0 ,"$774,961 ","$850,840 ","$187,970,000 ","$188,744,961 "
46,7-Mar-14,2014,The Grand Budapest Hotel,Fox Searchlight,Comedy,Original Screenplay,Live Action,Historical Fiction,"$31,000,000 ",4,"1,467","10,285","$811,166 ","$59,076,019 ","$64,613,323 ","$105,077,606 ","$164,153,625 "
47,25-Dec-14,2014,Unbroken,Universal,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$65,000,000 ","3,131","3,301","15,702","$30,621,445 ","$115,637,895 ","$125,153,781 ","$47,889,929 ","$163,527,824 "
48,7-Feb-14,2014,The Monuments Men,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$70,000,000 ","3,083","3,083","18,366","$22,003,433 ","$78,031,620 ","$85,672,407 ","$80,671,128 ","$158,702,748 "
49,14-Nov-14,2014,Dumb and Dumber To,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,154","3,188","17,923","$36,111,775 ","$86,208,010 ","$94,603,908 ","$70,345,582 ","$156,553,592 "
50,18-Jul-14,2014,Planes: Fire and Rescue,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$50,000,000 ","3,826","3,839","16,636","$17,509,407 ","$59,157,732 ","$64,950,407 ","$97,241,912 ","$156,399,644 "
51,17-Jan-14,2014,Ride Along,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","2,663","2,867","21,431","$41,516,170 ","$134,202,565 ","$147,343,570 ","$19,531,235 ","$153,733,800 "
52,8-Aug-14,2014,Into the Storm,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","3,434","3,434","15,085","$17,346,427 ","$47,602,194 ","$52,263,355 ","$102,827,177 ","$150,429,371 "
53,31-Dec-14,2015,Du Cheng Feng Yun 2,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$142,540,000 ","$142,540,000 "
54,19-Dec-14,2014,Annie,Sony Pictures,Musical,Remake,Live Action,Contemporary Fiction,"$65,000,000 ","3,116","3,197","16,131","$15,861,939 ","$85,911,262 ","$93,342,995 ","$53,929,263 ","$139,840,525 "
55,13-Aug-14,2014,Let’s Be Cops,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","3,094","3,140","20,658","$17,813,722 ","$82,390,774 ","$90,458,414 ","$54,500,000 ","$136,890,774 "
56,8-Aug-14,2014,Myeong-ryang,CJ Entertainment,Action,Based on Real Life Events,Live Action,Dramatization,$0 ,1,51,183,"$43,000 ","$2,830,989 ","$3,108,195 ","$130,619,928 ","$133,450,917 "
57,17-Jan-14,2014,Jack Ryan: Shadow Recruit,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","3,387","3,387","14,766","$15,451,981 ","$50,577,412 ","$55,529,906 ","$80,800,000 ","$131,377,412 "
58,23-May-14,2014,Blended,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","3,555","3,555","14,592","$14,284,031 ","$46,290,741 ","$50,823,491 ","$81,700,000 ","$127,990,741 "
59,18-Jul-14,2014,Sex Tape,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,062","3,062","10,494","$14,608,152 ","$38,543,473 ","$42,317,617 ","$87,526,036 ","$126,069,509 "
60,7-Nov-14,2014,The Theory of Everything,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000 ",5,"1,220","10,903","$208,763 ","$35,893,537 ","$39,031,610 ","$87,434,155 ","$123,327,692 "
61,17-Jan-14,2014,The Nut Job,Open Road,Adventure,Based on Short Film,Digital Animation,Kids Fiction,"$30,000,000 ","3,427","3,472","19,812","$19,405,000 ","$64,251,538 ","$70,542,995 ","$58,278,428 ","$122,529,966 "
62,31-Dec-14,2014,Qu'est ce qu'on a fait au bon dieu,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$120,000,000 ","$120,000,000 "
63,21-Feb-14,2013,Kaze Tachinu,Walt Disney,Drama,Based on Fiction Book/Short Story,Digital Animation,Historical Fiction,$0 ,21,496,"1,463","$313,751 ","$5,201,879 ","$5,711,235 ","$112,722,821 ","$117,924,700 "
64,26-Sep-14,2014,The Boxtrolls,Focus Features,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,"$60,000,000 ","3,464","3,464","16,586","$17,275,239 ","$50,837,305 ","$55,807,842 ","$61,108,946 ","$111,946,251 "
65,18-Jul-14,2014,The Purge: Anarchy,Universal,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$9,000,000 ","2,806","2,856","11,344","$29,816,675 ","$71,562,550 ","$78,569,898 ","$39,972,331 ","$111,534,881 "
66,21-Feb-14,2014,Pompeii,Sony Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$80,000,000 ","2,658","2,658","8,235","$10,340,823 ","$23,169,033 ","$25,437,718 ","$85,300,000 ","$108,469,033 "
67,27-Jun-14,2014,The Breakup Guru,China Lion Film Distribution,Action,Based on Play,Live Action,Contemporary Fiction,$0 ,12,12,32,"$67,000 ","$208,959 ","$229,417 ","$106,590,000 ","$106,798,959 "
68,26-Nov-14,2014,Horrible Bosses 2,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,375","3,400","14,739","$15,457,418 ","$54,445,357 ","$59,729,804 ","$51,500,000 ","$105,945,357 "
69,24-Oct-14,2014,Ouija,Universal,Horror,Based on Game,Live Action,Fantasy,"$5,000,000 ","2,858","2,899","13,220","$19,875,995 ","$50,856,010 ","$55,835,783 ","$52,444,622 ","$103,300,632 "
70,17-Oct-14,2014,Birdman or (The Unexpected Virtue of …,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Fantasy,"$18,000,000 ",4,"1,213","12,048","$424,397 ","$42,340,598 ","$45,874,742 ","$60,874,496 ","$103,215,094 "
71,18-Apr-14,2014,Transcendence,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$100,000,000 ","3,455","3,455","10,008","$10,886,386 ","$23,022,309 ","$25,276,635 ","$80,016,949 ","$103,039,258 "
72,10-Oct-14,2014,"Alexander and the Terrible, Horrible,…",Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$28,000,000 ","3,088","3,176","19,460","$18,360,230 ","$66,954,149 ","$73,479,038 ","$34,425,138 ","$101,379,287 "
73,16-Apr-14,2014,Heaven is for Real,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$12,000,000 ","2,417","3,048","18,618","$22,522,221 ","$91,386,097 ","$100,334,545 ","$9,530,202 ","$100,916,299 "
74,25-Dec-14,2014,Gukjesijang,CJ Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,38,101,$0 ,"$2,305,912 ","$2,456,892 ","$97,378,925 ","$99,684,837 "
75,17-Oct-14,2014,The Book of Life,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$50,000,000 ","3,071","3,113","14,265","$17,005,218 ","$50,151,543 ","$55,034,260 ","$47,500,000 ","$97,651,543 "
76,2-Jul-14,2014,Tammy,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","3,465","3,465","16,446","$21,577,049 ","$84,525,432 ","$92,802,095 ","$11,882,223 ","$96,407,655 "
77,19-Dec-14,2014,P.K.,UTV Communications,Comedy,Original Screenplay,Live Action,Fantasy,$0 ,272,272,939,"$3,565,258 ","$10,616,104 ","$11,631,229 ","$85,000,000 ","$95,616,104 "
78,8-Aug-14,2014,The Hundred-Foot Journey,Walt Disney,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$22,000,000 ","2,023","2,167","15,189","$10,979,290 ","$54,235,441 ","$59,546,125 ","$40,035,047 ","$94,270,488 "
79,12-Dec-14,2014,Cong cong na nian,China Lion Film Distribution,Drama,Original Screenplay,Live Action,Historical Fiction,$0 ,0,10,15,$0 ,"$566,853 ","$622,204 ","$93,470,000 ","$94,036,853 "
80,27-Jun-14,2013,Snowpiercer,RADiUS-TWC,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$40,000,000 ",8,356,"1,327","$171,187 ","$4,563,029 ","$5,009,835 ","$83,506,851 ","$88,069,880 "
81,2-Jul-14,2014,Deliver Us from Evil,Sony Pictures,Horror,Based on Factual Book/Article,Live Action,Fantasy,"$30,000,000 ","3,049","3,049","8,051","$9,740,471 ","$30,577,122 ","$33,571,203 ","$57,379,496 ","$87,956,618 "
82,3-Jan-14,2014,Paranormal Activity: The Marked Ones,Paramount Pictures,Horror,Spin-Off,Live Action,Fantasy,"$5,000,000 ","2,867","2,883","8,161","$18,343,611 ","$32,462,372 ","$35,740,140 ","$54,788,743 ","$87,251,115 "
83,30-May-14,2014,A Million Ways to Die in The West,Universal,Comedy,Original Screenplay,Live Action,Historical Fiction,"$40,000,000 ","3,158","3,160","11,046","$16,797,385 ","$42,720,965 ","$46,904,166 ","$44,057,592 ","$86,778,557 "
84,21-Mar-14,2014,Muppets Most Wanted,Walt Disney,Adventure,Based on TV,Live Action,Kids Fiction,"$55,000,000 ","3,194","3,194","14,622","$17,005,126 ","$51,178,893 ","$56,190,287 ","$28,133,408 ","$79,312,301 "
85,22-Aug-14,2014,If I Stay,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$11,000,000 ","2,907","3,157","17,086","$15,679,190 ","$50,474,843 ","$55,417,297 ","$27,881,327 ","$78,356,170 "
86,31-Dec-14,2014,Ocho Apellidos Vascos,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$77,862,751 ","$77,862,751 "
87,8-Aug-14,2014,Step Up All In,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0 ,"2,072","2,072","5,964","$6,469,857 ","$14,904,384 ","$16,363,810 ","$62,900,000 ","$77,804,384 "
88,7-Feb-14,2013,Byeon-ho-in,Well Go USA,Drama,Original Screenplay,Live Action,Historical Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$76,988,372 ","$76,988,372 "
89,24-Oct-14,2014,John Wick,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","2,589","2,589","11,816","$14,415,922 ","$43,037,835 ","$47,248,246 ","$33,197,166 ","$76,235,001 "
90,10-Oct-14,2014,The Judge,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","3,003","3,003","14,529","$13,116,226 ","$47,119,388 ","$51,731,371 ","$29,000,000 ","$76,119,388 "
91,24-Jan-14,2014,"I, Frankenstein",Lionsgate,Action,Based on Comic/Graphic Novel,Live Action,Fantasy,"$65,000,000 ","2,753","2,753","7,955","$8,610,441 ","$19,075,290 ","$20,943,120 ","$55,500,000 ","$74,575,290 "
92,25-Apr-14,2014,Brick Mansions,Relativity,Action,Original Screenplay,Live Action,Science Fiction,"$28,000,000 ","2,647","2,647","8,460","$9,516,855 ","$20,396,829 ","$22,394,062 ","$53,024,395 ","$73,421,224 "
93,28-Feb-14,2014,Son of God,20th Century Fox,Drama,Based on Religious Text,Live Action,Dramatization,"$22,000,000 ","3,260","3,271","15,319","$25,601,865 ","$59,700,064 ","$65,545,844 ","$11,249,729 ","$70,949,793 "
94,20-Jun-14,2014,Think Like a Man Too,Sony Pictures,Romantic Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$24,000,000 ","2,225","3,049","8,594","$29,241,911 ","$65,028,687 ","$71,396,240 ","$4,999,246 ","$70,027,933 "
95,27-Jun-14,2014,Begin Again,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$8,000,000 ",5,"1,302","5,726","$134,064 ","$16,170,632 ","$17,754,043 ","$52,668,104 ","$68,838,736 "
96,28-Feb-14,2013,Stalingrad,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Historical Fiction,$0 ,308,308,610,"$510,846 ","$1,013,945 ","$1,113,222 ","$67,693,174 ","$68,707,119 "
97,14-Feb-14,2014,Bei Jing Ai Qing Gu Shi,China Lion Film Distribution,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0 ,9,12,42,"$168,376 ","$423,598 ","$465,068 ","$65,290,000 ","$65,713,598 "
98,20-Jun-14,2014,Jersey Boys,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,"$40,000,000 ","2,905","2,905","12,980","$13,319,371 ","$47,047,013 ","$51,653,817 ","$18,235,719 ","$65,282,732 "
99,21-Mar-14,2014,God’s Not Dead,Pure Flix Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$1,150,000 ",780,"1,860","13,176","$9,244,641 ","$60,755,732 ","$66,704,885 ","$3,021,360 ","$63,777,092 "
100,12-Sep-14,2014,Pirates,Well Go USA,Adventure,Original Screenplay,Live Action,Historical Fiction,$0 ,25,25,25,"$119,187 ","$160,133 ","$175,812 ","$62,723,572 ","$62,883,705 "
1,18-Dec-15,2015,Star Wars Ep. VII: The Force Awakens,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$306,000,000 ","4,134","4,134","37,852","$247,966,675 ","$936,662,225 ","$991,399,500 ","$1,116,648,995 ","$2,053,311,220 "
2,12-Jun-15,2015,Jurassic World,Universal,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$215,000,000 ","4,274","4,291","36,378","$208,806,270 ","$652,270,625 ","$694,053,086 ","$996,622,583 ","$1,648,893,208 "
3,3-Apr-15,2015,Furious 7,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$190,000,000 ","4,003","4,022","27,788","$147,163,560 ","$353,007,020 ","$375,619,566 ","$1,165,715,774 ","$1,518,722,794 "
4,1-May-15,2015,Avengers: Age of Ultron,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$330,600,000 ","4,276","4,276","30,109","$191,271,109 ","$459,005,868 ","$488,408,373 ","$949,058,886 ","$1,408,064,754 "
5,10-Jul-15,2015,Minions,Universal,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$74,000,000 ","4,301","4,311","33,712","$115,718,405 ","$336,045,770 ","$357,571,837 ","$826,735,851 ","$1,162,781,621 "
6,6-Nov-15,2015,Spectre,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$300,000,000 ","3,929","3,929","23,645","$70,403,148 ","$200,074,175 ","$212,809,895 ","$679,546,748 ","$879,620,923 "
7,19-Jun-15,2015,Inside Out,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$175,000,000 ","3,946","4,158","37,079","$90,440,272 ","$356,461,711 ","$379,295,553 ","$500,250,758 ","$856,712,469 "
8,31-Jul-15,2015,Mission: Impossible—Rogue Nation,Paramount Pictures,Action,Based on TV,Live Action,Contemporary Fiction,"$150,000,000 ","3,956","3,988","27,828","$55,520,089 ","$195,042,377 ","$207,536,190 ","$494,345,986 ","$689,388,363 "
9,2-Oct-15,2015,The Martian,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$108,000,000 ","3,831","3,854","31,994","$54,308,575 ","$228,433,663 ","$242,982,849 ","$427,952,260 ","$656,385,923 "
10,20-Nov-15,2015,The Hunger Games: Mockingjay - Part 2,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$160,000,000 ","4,175","4,175","25,500","$102,665,981 ","$281,723,902 ","$299,566,246 ","$367,262,885 ","$648,986,787 "
11,13-Feb-15,2015,Fifty Shades of Grey,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$40,000,000 ","3,646","3,655","18,340","$85,171,450 ","$166,167,230 ","$176,811,393 ","$404,830,871 ","$570,998,101 "
12,13-Mar-15,2015,Cinderella,Walt Disney,Drama,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$95,000,000 ","3,845","3,848","27,905","$67,877,361 ","$201,151,353 ","$214,036,489 ","$333,400,000 ","$534,551,353 "
13,25-Dec-15,2015,The Revenant,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Dramatization,"$135,000,000 ",4,"3,711","28,381","$474,560 ","$183,637,894 ","$190,455,050 ","$349,312,609 ","$532,950,503 "
14,17-Jul-15,2015,Ant-Man,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$130,000,000 ","3,856","3,868","25,916","$57,225,526 ","$180,202,163 ","$191,745,357 ","$338,657,923 ","$518,860,086 "
15,25-Sep-15,2015,Hotel Transylvania 2,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$80,000,000 ","3,754","3,768","28,046","$48,464,322 ","$169,700,110 ","$180,537,315 ","$299,800,188 ","$469,500,298 "
16,29-May-15,2015,San Andreas,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,"$110,000,000 ","3,777","3,812","21,999","$54,588,173 ","$155,190,832 ","$165,131,878 ","$302,008,448 ","$457,199,280 "
17,1-Jul-15,2015,Terminator: Genisys,Paramount Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$155,000,000 ","3,758","3,783","14,033","$27,018,486 ","$89,760,956 ","$95,510,766 ","$342,389,938 ","$432,150,894 "
18,13-Feb-15,2015,Kingsman: The Secret Service,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$94,000,000 ","3,204","3,282","24,227","$36,206,331 ","$128,261,724 ","$136,477,779 ","$276,300,000 ","$404,561,724 "
19,27-Mar-15,2015,Home,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$130,000,000 ","3,708","3,801","31,486","$52,107,731 ","$177,397,510 ","$188,761,047 ","$208,634,484 ","$386,031,994 "
20,15-May-15,2015,Mad Max: Fury Road,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$150,000,000 ","3,702","3,722","20,865","$45,428,128 ","$153,636,354 ","$163,028,808 ","$217,015,379 ","$370,651,733 "
21,25-Nov-15,2015,The Good Dinosaur,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$187,500,000 ","3,749","3,749","22,239","$39,155,217 ","$123,087,120 ","$130,746,532 ","$210,683,917 ","$333,771,037 "
22,9-Jan-15,2015,Taken 3,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$48,000,000 ","3,594","3,594","16,697","$39,201,657 ","$89,256,424 ","$94,973,920 ","$238,400,000 ","$327,656,424 "
23,6-Feb-15,2015,The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,Adventure,Based on TV,Animation/Live Action,Kids Fiction,"$74,000,000 ","3,641","3,680","25,768","$55,365,012 ","$162,994,032 ","$173,434,923 ","$148,047,628 ","$311,041,660 "
24,18-Sep-15,2015,Maze Runner: The Scorch Trials,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$61,000,000 ","3,791","3,792","19,348","$30,316,510 ","$81,697,192 ","$86,928,656 ","$229,000,000 ","$310,697,192 "
25,20-Mar-15,2015,The Divergent Series: Insurgent,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$110,000,000 ","3,875","3,875","22,954","$52,263,680 ","$130,179,072 ","$138,517,942 ","$164,896,810 ","$295,075,882 "
26,15-May-15,2015,Pitch Perfect 2,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$29,000,000 ","3,473","3,660","21,228","$69,216,890 ","$184,296,230 ","$196,101,683 ","$103,345,386 ","$287,641,616 "
27,16-Jan-15,2014,Paddington,Weinstein Co.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,"$55,000,000 ","3,303","3,355","23,092","$18,966,676 ","$76,223,578 ","$81,106,220 ","$182,565,519 ","$258,789,097 "
28,2-Jan-15,2014,The Taking of Tiger Mountain,Well Go USA,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,7,13,29,"$50,621 ","$222,964 ","$238,952 ","$255,716,337 ","$255,939,301 "
29,6-Nov-15,2015,The Peanuts Movie,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,"$99,000,000 ","3,897","3,902","22,946","$44,213,073 ","$130,178,411 ","$138,464,660 ","$119,913,199 ","$250,091,610 "
30,18-Dec-15,2015,Alvin and the Chipmunks: The Road Chip,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,"$90,000,000 ","3,653","3,705","19,912","$14,287,159 ","$85,886,987 ","$90,568,323 ","$163,630,969 ","$249,517,956 "
31,18-Dec-15,2015,The Ghouls,China Lion Film Distribution,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,$0 ,22,27,92,"$279,974 ","$1,243,810 ","$1,320,178 ","$247,448,912 ","$248,692,722 "
32,24-Jul-15,2015,Pixels,Sony Pictures,Adventure,Based on Short Film,Animation/Live Action,Science Fiction,"$90,000,000 ","3,723","3,723","19,649","$24,011,616 ","$78,765,986 ","$83,811,491 ","$165,275,818 ","$244,041,804 "
